participant_id,brightness0,brightness1,brightness2,brightness3,local_symbol_cls0,local_symbol_cls1,local_symbol_cls2,local_symbol_cls3,correct_symbol_cls,correct_local_cls,participant_linspace,time_reaction_task,time_reaction_mean,chosen_local_cls
Jupiter,28.86065051020408,31.966836734693878,41.41095344387755,41.76753826530612,y,f,c,s,f,1,0.08778173190984578,1377,1433.0,2
Jupiter,22.95766900510204,63.57222576530612,35.412468112244895,37.49306441326531,j,s,m,f,f,3,0.08837485172004746,1254,1433.0,3
Jupiter,22.122927295918366,38.50932716836735,34.42099808673469,27.969308035714285,c,y,f,j,y,1,0.08896797153024912,1134,1433.0,0
Jupiter,42.26419005102041,32.75566007653061,38.66621492346939,27.94172512755102,c,s,f,m,f,2,0.08956109134045077,851,1433.0,2
Jupiter,51.90250318877551,17.274792729591837,44.212771045918366,32.38408801020408,c,j,s,f,s,2,0.09015421115065243,1041,1433.0,2
Jupiter,23.338329081632654,27.67123724489796,33.1516262755102,43.929607780612244,j,f,m,c,f,1,0.09074733096085409,1155,1433.0,1
Jupiter,42.43574617346939,40.09550382653061,41.10610650510204,24.804767219387756,j,s,f,y,y,3,0.09134045077105575,1238,1433.0,2
Jupiter,52.04384566326531,63.86025191326531,42.311941964285715,32.45958227040816,c,m,f,y,y,3,0.09193357058125741,1053,1433.0,0
Jupiter,20.4664381377551,24.7984693877551,54.26873405612245,35.39078443877551,j,m,c,y,c,2,0.09252669039145907,1969,1433.0,0
Jupiter,26.705676020408163,34.982142857142854,35.14979272959184,17.717873086734695,m,s,f,j,j,3,0.09311981020166074,1021,1433.0,1
Jupiter,48.935825892857146,42.951530612244895,27.363520408163264,38.40640943877551,y,c,m,f,m,2,0.0937129300118624,967,1433.0,2
Jupiter,38.52232142857143,15.016661352040817,27.18359375,73.79193239795919,c,j,y,s,c,0,0.09430604982206406,1226,1433.0,2
Jupiter,31.829958545918366,36.11304209183673,17.688616071428573,47.18439094387755,c,s,j,m,s,1,0.09489916963226572,1907,1433.0,2
Jupiter,57.32597257653061,51.493861607142854,30.327407525510203,51.06401466836735,m,c,f,s,f,2,0.09549228944246738,880,1433.0,2
Jupiter,18.070232780612244,57.09956951530612,46.42793367346939,37.38919005102041,j,f,s,y,j,0,0.09608540925266904,1367,1433.0,1
Jupiter,58.08880739795919,33.42267219387755,34.20440051020408,36.89261798469388,c,j,f,m,c,0,0.0966785290628707,1098,1433.0,1
Jupiter,52.38926977040816,43.00015943877551,40.39803890306123,23.297911352040817,c,s,m,j,m,2,0.09727164887307237,886,1433.0,2
Jupiter,59.10825892857143,43.011639030612244,46.879862882653065,21.549266581632654,f,m,c,j,j,3,0.09786476868327403,991,1433.0,2
Jupiter,24.65106823979592,55.045280612244895,37.088010204081634,36.009885204081634,j,c,m,y,m,2,0.09845788849347568,1247,1433.0,1
Jupiter,52.79926658163265,44.834741709183675,41.739237882653065,41.76044323979592,f,y,s,c,y,1,0.09905100830367734,1897,1433.0,0
Jupiter,45.450813137755105,39.06034757653061,44.24410076530612,26.4476243622449,c,f,s,j,f,1,0.099644128113879,3547,1433.0,1
Jupiter,42.47616390306123,27.089365433673468,39.19794323979592,51.70575573979592,y,j,f,m,m,3,0.10023724792408066,1017,1433.0,1
Jupiter,35.02056760204081,16.854033801020407,30.69013073979592,43.52925701530612,m,j,f,s,s,3,0.10083036773428232,1230,1433.0,2
Jupiter,46.530293367346935,23.951450892857142,29.454320790816325,50.189174107142854,y,j,c,s,j,1,0.10142348754448399,2661,1166.0,1
Jupiter,42.61391900510204,42.17315051020408,50.803730867346935,58.302455357142854,f,m,c,s,m,1,0.10201660735468565,663,1166.0,2
Jupiter,49.1047512755102,50.56202168367347,68.2842793367347,36.886160714285715,c,y,m,j,j,3,0.10260972716488731,871,1166.0,0
Jupiter,43.750079719387756,52.69316007653061,28.924665178571427,40.99043367346939,f,c,m,s,c,1,0.10320284697508897,1079,1166.0,0
Jupiter,15.169323979591837,43.73939732142857,20.446667729591837,40.423070790816325,j,c,f,m,j,0,0.10379596678529063,919,1166.0,1
Jupiter,45.54424426020408,40.079320790816325,31.498565051020407,32.65377869897959,c,m,f,y,f,2,0.10438908659549229,746,1166.0,2
Jupiter,11.86798469387755,36.008131377551024,19.758529974489797,54.721699617346935,j,f,y,s,y,2,0.10498220640569395,879,1166.0,2
Jupiter,58.4382174744898,34.59119897959184,57.14237882653061,40.993861607142854,j,f,c,m,m,3,0.1055753262158956,1071,1166.0,3
Jupiter,32.294164540816325,17.918686224489797,34.009486607142854,61.23477359693877,c,j,y,s,y,2,0.10616844602609728,934,1166.0,0
Jupiter,23.450015943877553,26.24346301020408,42.13034119897959,36.43646364795919,f,y,s,j,s,2,0.10676156583629894,1019,1166.0,1
Jupiter,37.52000956632653,37.68997130102041,40.11216517857143,33.867107780612244,s,f,j,c,c,3,0.1073546856465006,1109,1166.0,0
Jupiter,52.30420918367347,34.42625956632653,72.8125,35.59295280612245,s,c,y,f,s,0,0.10794780545670225,741,1166.0,2
Jupiter,64.55436862244898,34.721460459183675,28.587771045918366,40.21532206632653,s,m,y,f,f,3,0.10854092526690391,1125,1166.0,2
Jupiter,26.752790178571427,59.27200255102041,31.052535076530614,40.56656568877551,f,m,j,y,m,1,0.10913404507710557,1154,1166.0,1
Jupiter,38.601642219387756,42.703045280612244,25.83330676020408,32.18638392857143,c,s,f,y,s,1,0.10972716488730723,901,1166.0,2
